"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags","Notes"
"hg19.UCSC.telomere.rds","hg19 telomere from the UCSC gap table","3.14","hg19","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Homo sapiens",9606,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/hg19.UCSC.telomere.rds","hg19;telomere;UCSC",""
"hg38.UCSC.contig.rds","hg38 contig from the UCSC gap table","3.14","hg38","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Homo sapiens",9606,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/hg38.UCSC.contig.rds","hg38;contig;UCSC",""
"hg38.UCSC.heterochromatin.rds","hg38 heterochromatin from the UCSC gap table","3.14","hg38","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Homo sapiens",9606,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/hg38.UCSC.heterochromatin.rds","hg38;heterochromatin;UCSC",""
"hg38.UCSC.scaffold.rds","hg38 scaffold from the UCSC gap table","3.14","hg38","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Homo sapiens",9606,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/hg38.UCSC.scaffold.rds","hg38;scaffold;UCSC",""
"hg38.UCSC.short_arm.rds","hg38 short_arm from the UCSC gap table","3.14","hg38","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Homo sapiens",9606,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/hg38.UCSC.short_arm.rds","hg38;short_arm;UCSC",""
"hg38.UCSC.telomere.rds","hg38 telomere from the UCSC gap table","3.14","hg38","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Homo sapiens",9606,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/hg38.UCSC.telomere.rds","hg38;telomere;UCSC",""
"mm10.UCSC.centromere.rds","mm10 centromere from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.centromere.rds","mm10;centromere;UCSC",""
"mm10.UCSC.clone.rds","mm10 clone from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.clone.rds","mm10;clone;UCSC",""
"mm10.UCSC.contig.rds","mm10 contig from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.contig.rds","mm10;contig;UCSC",""
"mm10.UCSC.fragment.rds","mm10 fragment from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.fragment.rds","mm10;fragment;UCSC",""
"mm10.UCSC.other.rds","mm10 other from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.other.rds","mm10;other;UCSC",""
"mm10.UCSC.short_arm.rds","mm10 short_arm from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.short_arm.rds","mm10;short_arm;UCSC",""
"mm10.UCSC.telomere.rds","mm10 telomere from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.telomere.rds","mm10;telomere;UCSC",""
"mm9.UCSC.centromere.rds","mm9 centromere from the UCSC gap table","3.14","mm9","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm9.UCSC.centromere.rds","mm9;centromere;UCSC",""
"mm9.UCSC.contig.rds","mm9 contig from the UCSC gap table","3.14","mm9","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm9.UCSC.contig.rds","mm9;contig;UCSC",""
"mm9.UCSC.fragment.rds","mm9 fragment from the UCSC gap table","3.14","mm9","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm9.UCSC.fragment.rds","mm9;fragment;UCSC",""
"mm10.UCSC.scaffold.rds","mm10 scaffold from the UCSC gap table","3.14","mm10","RDS","https://drive.google.com/drive/folders/1MFn6LPZD1zZRQz7biR0Fyl-mzkx4CIxS?usp=sharing","August 22 2021","Mus musculus",10090,TRUE,"UCSC","Mikhail Dozmorov <mikhail.dozmorov@gmail.com>","GRanges","RDS","excluderanges/mm10.UCSC.scaffold.rds","mm10;scaffold;UCSC",""
